borrower_id,sector,pd,exposure,recovery_rate,lgd
65,Real Estate,0.044285604314093036,676279.7993554117,0.55,0.44999999999999996
66,Technology,0.04474396512757842,1358660.4575588598,0.3,0.7
67,Real Estate,0.04117979192597263,15557984.512328936,0.55,0.44999999999999996
68,Real Estate,0.07816112697203056,1092457.2778837318,0.55,0.44999999999999996
69,Technology,0.010486178987592654,3795297.378263859,0.3,0.7
70,Technology,0.04879515306830556,595301.6762079952,0.3,0.7
71,Banking,0.011294797358517284,1161254.5757902148,0.5,0.5
72,Energy,0.06455715568490356,7065968.406107072,0.45,0.55
73,Energy,0.046385055454315,642442.7214043454,0.45,0.55
74,Real Estate,0.07964823980596503,7366465.413386768,0.55,0.44999999999999996
75,Energy,0.023689828236769944,2440593.817420357,0.45,0.55
76,Real Estate,0.05769271422006604,685246.0323733506,0.55,0.44999999999999996
77,Banking,0.03907907606857297,2263465.806010531,0.5,0.5
78,Technology,0.030923913766805956,3180517.4117767555,0.3,0.7
79,Technology,0.0351759455254105,2239604.7608578736,0.3,0.7
80,Technology,0.03782994755938469,250139.80989533474,0.3,0.7
81,Energy,0.042727053238388664,581207.3310106137,0.45,0.55
82,Banking,0.0288267424025219,938916.0630281279,0.5,0.5
83,Energy,0.049215715596155014,1116340.598221797,0.45,0.55
84,Energy,0.06505790052454945,2237057.843032228,0.45,0.55
85,Banking,0.011363391410243737,1436472.4819969665,0.5,0.5
86,Banking,0.01842889568776691,316366.18700436316,0.5,0.5
87,Banking,0.03851234452229676,1758897.6771727728,0.5,0.5
88,Banking,0.03670791351672749,2214607.500946344,0.5,0.5
89,Technology,0.028226270111428517,2104925.111394415,0.3,0.7
90,Retail,0.044805303912061466,3544050.0942536225,0.35,0.65
91,Retail,0.031095247319245307,2768793.308498595,0.35,0.65
92,Banking,0.015643634791712838,1903452.8402748113,0.5,0.5
93,Retail,0.03854793619759929,1121115.0053508854,0.35,0.65
94,Retail,0.03413408912104211,228442.32866188698,0.35,0.65
95,Banking,0.027509683355526164,1848006.8153419846,0.5,0.5
96,Retail,0.023109385478599392,1480199.8748011477,0.35,0.65
97,Energy,0.06871974038330833,1577858.0760247484,0.45,0.55
98,Real Estate,0.07931053722398015,335457.7929927545,0.55,0.44999999999999996
99,Real Estate,0.06490808570098726,407967.77180474956,0.55,0.44999999999999996
100,Banking,0.026082890990323612,3447475.7458310286,0.5,0.5
101,Technology,0.022381104651453113,1155963.6072986526,0.3,0.7
102,Banking,0.03441385059120846,2377358.837681787,0.5,0.5
103,Technology,0.03738924690215517,1237146.8712414224,0.3,0.7
104,Real Estate,0.038130846967244565,1238926.8749958342,0.55,0.44999999999999996
105,Banking,0.037327815534815276,3073365.600771545,0.5,0.5
106,Energy,0.06112686214615845,717806.4703407981,0.45,0.55
107,Retail,0.057991996531676956,1323937.4576527625,0.35,0.65
108,Technology,0.0390287803355344,757459.0165176593,0.3,0.7
109,Retail,0.04453660783743159,778795.4986171557,0.35,0.65
110,Retail,0.03672972145162475,882776.9796716612,0.35,0.65
111,Banking,0.037981854500620395,1501738.1646367076,0.5,0.5
112,Retail,0.054642555580016336,745083.355989133,0.35,0.65
113,Energy,0.02226093350530947,4221732.410449371,0.45,0.55
114,Retail,0.02105467897989008,491586.2556000855,0.35,0.65
115,Banking,0.021293901006341487,997620.6330660706,0.5,0.5
116,Energy,0.060527666539091654,774729.2881691051,0.45,0.55
117,Real Estate,0.07936380646574723,5111369.265728481,0.55,0.44999999999999996
118,Retail,0.026016675644141125,1463812.3316334928,0.35,0.65
119,Banking,0.027823921460564054,3374792.9743318865,0.5,0.5
120,Real Estate,0.049044542831551075,272240.0865146845,0.55,0.44999999999999996
121,Real Estate,0.07849571989073016,1570728.788113312,0.55,0.44999999999999996
122,Technology,0.04368475692542835,2927416.336669007,0.3,0.7
123,Energy,0.0619164352355569,1305744.5719783425,0.45,0.55
124,Retail,0.03874772639179881,3490237.610383001,0.35,0.65
125,Banking,0.022444585070129953,716914.2736631508,0.5,0.5
126,Technology,0.02093628287722825,4922600.177291663,0.3,0.7
127,Energy,0.022818774832546358,11981784.829095053,0.45,0.55
128,Technology,0.04458889505020213,836650.2824845635,0.3,0.7
129,Energy,0.06064505045650388,770270.8448956286,0.45,0.55
130,Energy,0.06998588366430654,5144220.848070669,0.45,0.55
131,Retail,0.059865473482956205,5836093.126413035,0.35,0.65
132,Energy,0.047771585280131375,712931.0373053789,0.45,0.55
133,Technology,0.04075949660722042,790019.717430199,0.3,0.7
134,Energy,0.0672382864941214,907288.165239449,0.45,0.55
135,Retail,0.05398589562709645,313498.3854511341,0.35,0.65
136,Retail,0.029893924069727906,479907.21087295015,0.35,0.65
137,Technology,0.02802176541240374,440585.24891379697,0.3,0.7
138,Real Estate,0.036457970757574745,558049.2141612457,0.55,0.44999999999999996
139,Real Estate,0.07770255136293612,1161607.1898157857,0.55,0.44999999999999996
140,Energy,0.050308731722544006,1519990.636394214,0.45,0.55
141,Banking,0.01685928416510388,5668870.745482329,0.5,0.5
142,Energy,0.05358503422029284,443142.18604689237,0.45,0.55
143,Technology,0.034725129618315836,3218166.6707858015,0.3,0.7
144,Technology,0.02432650872131362,970931.4580737657,0.3,0.7
145,Technology,0.014542303687985161,1144566.236389477,0.3,0.7
146,Technology,0.036862927823711984,2361528.158335626,0.3,0.7
147,Technology,0.03081230803615173,391318.8494685862,0.3,0.7
148,Retail,0.050892735669425565,1762792.4803238777,0.35,0.65
149,Real Estate,0.05600817505559967,1420404.4432482338,0.55,0.44999999999999996
150,Technology,0.04408726001274161,1967848.2876384098,0.3,0.7
151,Banking,0.026557205163234565,1605857.827786188,0.5,0.5
152,Banking,0.026828139146061587,14010255.286909683,0.5,0.5
153,Banking,0.03629960807975035,635558.8793475173,0.5,0.5
154,Banking,0.02210448598637191,707153.5064469979,0.5,0.5
155,Retail,0.02536060913802563,644905.7580648626,0.35,0.65
156,Banking,0.010863480289400169,690052.4449367434,0.5,0.5
157,Technology,0.04020549022694476,635783.1802826677,0.3,0.7
158,Energy,0.05101547756767323,3949172.1439742055,0.45,0.55
159,Banking,0.031122393042976704,4977828.192672031,0.5,0.5
160,Retail,0.02851856646035643,679595.947877107,0.35,0.65
161,Retail,0.02545485902347079,523160.9434114505,0.35,0.65
162,Banking,0.010436339970036458,1926885.556922017,0.5,0.5
163,Energy,0.03752937794032985,692301.5847131446,0.45,0.55
164,Banking,0.027697530605638995,2264652.3511219667,0.5,0.5
165,Retail,0.03568976180398929,1473163.9914518602,0.35,0.65
166,Real Estate,0.05187374610118645,264145.63691471604,0.55,0.44999999999999996
167,Technology,0.04616634777974994,5651916.229748696,0.3,0.7
168,Retail,0.03393021868093201,7245402.393827314,0.35,0.65
169,Banking,0.025419684674794323,651616.3904258602,0.5,0.5
170,Technology,0.04134612050964573,816105.1125615273,0.3,0.7
171,Banking,0.021896283469638105,1600562.024310511,0.5,0.5
172,Banking,0.0286626010068362,1680256.1163812557,0.5,0.5
173,Real Estate,0.07311818543733725,2323404.843390988,0.55,0.44999999999999996
174,Technology,0.047980824946305685,8977253.42453415,0.3,0.7
175,Technology,0.01588293923716152,1007570.7286832858,0.3,0.7
176,Real Estate,0.07632938125807473,541285.8304002391,0.55,0.44999999999999996
177,Retail,0.03968465172318153,302755.48302475834,0.35,0.65
178,Banking,0.017747331648968752,579007.0658713215,0.5,0.5
179,Energy,0.04295678781191307,1163418.2849145476,0.45,0.55
180,Banking,0.03940097725856431,7235846.149951671,0.5,0.5
181,Banking,0.024778542819786087,716682.8560113199,0.5,0.5
182,Retail,0.03315006441150033,1504224.3656267393,0.35,0.65
183,Banking,0.02900202562950177,1183015.3329229988,0.5,0.5
184,Real Estate,0.04200728093890965,3946711.5590557656,0.55,0.44999999999999996
185,Real Estate,0.03379316640543319,15050660.359039744,0.55,0.44999999999999996
186,Technology,0.01515518887642597,707244.1566651346,0.3,0.7
187,Energy,0.026402291947888623,737160.2311260899,0.45,0.55
188,Banking,0.01455708080536883,3416615.0828667423,0.5,0.5
189,Banking,0.014164815179482305,2378288.072656874,0.5,0.5
190,Retail,0.045634989792128586,7623204.106770789,0.35,0.65
191,Real Estate,0.03909400421995724,2156351.4012569217,0.55,0.44999999999999996
192,Energy,0.03728336416619316,839622.7050089159,0.45,0.55
193,Technology,0.045871536396240475,2170905.307022193,0.3,0.7
194,Real Estate,0.05369808201314362,3644404.66396422,0.55,0.44999999999999996
195,Technology,0.03670230954084109,2731829.7512299395,0.3,0.7
196,Retail,0.026892794848065192,1997234.4989295728,0.35,0.65
197,Retail,0.02769156075234683,3494408.5420589624,0.35,0.65
198,Banking,0.011226058487994366,3872053.678167759,0.5,0.5
199,Energy,0.02844675315360823,4790565.35706709,0.45,0.55
200,Technology,0.021143613561278345,2300667.5722498903,0.3,0.7
201,Real Estate,0.03885052421383734,1017523.1213061797,0.55,0.44999999999999996
202,Retail,0.023548101350282225,1392642.6489483162,0.35,0.65
203,Banking,0.013619076133018024,4018860.515297096,0.5,0.5
204,Banking,0.023823363040981774,531290.5517496336,0.5,0.5
205,Technology,0.018253348736231703,1738743.5434300862,0.3,0.7
206,Retail,0.034570794441923014,811517.465076586,0.35,0.65
207,Energy,0.04517086354274284,1237674.561079008,0.45,0.55
208,Retail,0.04761579314517461,4318643.311389343,0.35,0.65
209,Technology,0.011572485593643957,1455847.9437098296,0.3,0.7
210,Technology,0.04197641595636171,1259766.0009589777,0.3,0.7
211,Retail,0.04511601557963631,308705.7568548366,0.35,0.65
212,Technology,0.013270361277954876,2536393.038147552,0.3,0.7
213,Retail,0.05494314496427108,2293258.2505989983,0.35,0.65
214,Real Estate,0.07604362002659065,10461942.672506193,0.55,0.44999999999999996
215,Retail,0.02244311839419455,884008.3303489122,0.35,0.65
216,Retail,0.03107510592588815,1497264.4897627311,0.35,0.65
217,Technology,0.04224805119172246,1543223.0604214685,0.3,0.7
218,Technology,0.039930387615346334,5823740.318899163,0.3,0.7
219,Banking,0.01553563058069132,1093292.6357642445,0.5,0.5
220,Banking,0.01628047970010131,1589645.3925513278,0.5,0.5
221,Real Estate,0.048523605139569104,2208659.900520943,0.55,0.44999999999999996
222,Banking,0.02453568955573064,1449325.919434347,0.5,0.5
223,Retail,0.044730190861211834,769553.984772054,0.35,0.65
224,Technology,0.024756545582790897,1460208.7937804484,0.3,0.7
225,Banking,0.023876041483994435,3518804.1152358917,0.5,0.5
226,Banking,0.032424128144012694,430836.8247744256,0.5,0.5
227,Real Estate,0.031834160144529895,1373633.0843531382,0.55,0.44999999999999996
228,Real Estate,0.04262184721720104,597123.4679992935,0.55,0.44999999999999996
229,Retail,0.048533983435382094,3973057.982894071,0.35,0.65
230,Technology,0.04580827350748798,262186.9545384989,0.3,0.7
231,Real Estate,0.055583872105783305,687679.4913178798,0.55,0.44999999999999996
232,Banking,0.025963404557959473,1753653.4844384026,0.5,0.5
233,Technology,0.014286880453591042,5754680.198334668,0.3,0.7
234,Technology,0.027896494672938185,1126076.177878874,0.3,0.7
235,Banking,0.025978517993650696,690244.0248866775,0.5,0.5
236,Real Estate,0.04212352518173648,7890397.481532031,0.55,0.44999999999999996
237,Banking,0.01807729692848143,282656.05936876073,0.5,0.5
238,Technology,0.025091366524184908,133411.55706482122,0.3,0.7
239,Energy,0.02100355988888632,1867319.3357043464,0.45,0.55
240,Energy,0.03610395827915892,727919.5229336298,0.45,0.55
241,Retail,0.028457920279861784,433118.7344343734,0.35,0.65
242,Banking,0.01982492056533744,2442069.6313176313,0.5,0.5
243,Banking,0.013592863954577537,1534631.2985559863,0.5,0.5
244,Retail,0.0556210912295958,684142.4049203623,0.35,0.65
245,Retail,0.043743698142161946,334267.0827389877,0.35,0.65
246,Retail,0.04716409276577958,2877571.67568259,0.35,0.65
247,Technology,0.04156684954429354,2304101.095196217,0.3,0.7
248,Banking,0.024953265967871716,1089058.518230915,0.5,0.5
249,Technology,0.013476811523496949,7622667.988054344,0.3,0.7
250,Retail,0.04148426167274191,412468.54762740614,0.35,0.65
251,Banking,0.02760523354062637,261574.6078538582,0.5,0.5
252,Technology,0.0398175789673732,602047.6837967269,0.3,0.7
253,Technology,0.027266381849187178,1149013.1294838504,0.3,0.7
254,Retail,0.02510321211182255,1533923.590929128,0.35,0.65
255,Banking,0.018513277173961736,944833.4448853558,0.5,0.5
256,Retail,0.0345232918559454,1710088.0126055256,0.35,0.65
257,Banking,0.02937751723994804,344021.8926687945,0.5,0.5
258,Energy,0.0485389152334456,5094971.363298219,0.45,0.55
259,Real Estate,0.04780483629489231,1107758.1226572748,0.55,0.44999999999999996
260,Real Estate,0.07932576243964898,3675853.217053999,0.55,0.44999999999999996
261,Real Estate,0.060288740967844354,1694207.006205977,0.55,0.44999999999999996
262,Retail,0.02948907166943978,1898839.0273763991,0.35,0.65
263,Energy,0.02508912363102019,2126030.704653941,0.45,0.55
264,Banking,0.014585774175529961,1881742.11006561,0.5,0.5
265,Technology,0.019838309135380323,2286934.333997568,0.3,0.7
266,Banking,0.01482044119778667,4543247.079549514,0.5,0.5
267,Technology,0.01746268096205223,1463763.1383970533,0.3,0.7
268,Banking,0.018552855060815415,2443650.9198537804,0.5,0.5
269,Energy,0.02866867976473774,1099388.0949961601,0.45,0.55
270,Technology,0.04587061698505701,5076421.871875541,0.3,0.7
271,Retail,0.023209349826465688,611461.760328574,0.35,0.65
272,Banking,0.025735341687107637,7282177.13821206,0.5,0.5
273,Banking,0.022311904809689843,1155267.0061250578,0.5,0.5
274,Technology,0.04929514467634426,287570.951869077,0.3,0.7
275,Retail,0.024481556086722093,1366966.234429848,0.35,0.65
276,Retail,0.03591422396182967,608619.3696605838,0.35,0.65
277,Energy,0.06847352166376845,2787466.1438946244,0.45,0.55
278,Retail,0.054620285035759206,626169.2748876706,0.35,0.65
279,Retail,0.05268288283797119,769746.5369013656,0.35,0.65
280,Retail,0.03031611308179759,181763.06350692487,0.35,0.65
281,Real Estate,0.03854437936950329,765047.8659732434,0.55,0.44999999999999996
282,Energy,0.053432160996221556,106523.47617108644,0.45,0.55
283,Banking,0.037881279673827574,246741.6647329638,0.5,0.5
284,Technology,0.03227051572055719,2572566.652933767,0.3,0.7
285,Banking,0.027148380684096994,2638708.5205116635,0.5,0.5
286,Energy,0.03399895468301421,1840333.865533689,0.45,0.55
287,Technology,0.040779717327677475,457267.50872013986,0.3,0.7
288,Energy,0.029352187427876167,1146573.6794129794,0.45,0.55
289,Retail,0.032947169456169746,1198279.6497300847,0.35,0.65
290,Technology,0.02701745754465667,377616.8404118989,0.3,0.7
291,Retail,0.0403044151473782,5408045.454767476,0.35,0.65
292,Banking,0.017272291972452405,2891720.728171724,0.5,0.5
293,Banking,0.013445104742176106,964182.4567495184,0.5,0.5
294,Technology,0.034424801697665305,1235375.8812131244,0.3,0.7
295,Technology,0.02154522212961023,1481229.1501931648,0.3,0.7
296,Energy,0.049061911071130615,156102.03322700967,0.45,0.55
297,Energy,0.027718135763710117,939236.5256567153,0.45,0.55
298,Retail,0.0392456040741927,608052.0415878852,0.35,0.65
299,Technology,0.031303577302063436,441697.2581647999,0.3,0.7
300,Banking,0.011554706104672807,907909.2495091516,0.5,0.5
301,Energy,0.03683021390969603,7258520.127600912,0.45,0.55
302,Energy,0.026720733846948713,2282639.1678469256,0.45,0.55
303,Banking,0.011901249114183032,679301.9530159911,0.5,0.5
304,Energy,0.06949801161949727,2132024.9809785793,0.45,0.55
305,Retail,0.03289415379898892,4873658.458709976,0.35,0.65
306,Technology,0.042394977834185395,3031698.8074954003,0.3,0.7
307,Banking,0.017639219642912915,1276497.2609613598,0.5,0.5
308,Technology,0.03726010888895717,629740.5715036909,0.3,0.7
309,Energy,0.05801139299448434,2417448.7672003126,0.45,0.55
310,Energy,0.049781937030392215,1782425.054850023,0.45,0.55
311,Banking,0.02414728565650475,2943745.2407868993,0.5,0.5
312,Retail,0.03647363656589074,2269730.8217102964,0.35,0.65
313,Real Estate,0.04744341332714977,3435086.671916804,0.55,0.44999999999999996
314,Banking,0.037885874327434774,704162.7507321333,0.5,0.5
315,Real Estate,0.07153097038938647,4490138.320692873,0.55,0.44999999999999996
316,Real Estate,0.07825134553332563,1465342.5632843908,0.55,0.44999999999999996
317,Retail,0.024971888939421788,9580696.70859031,0.35,0.65
318,Real Estate,0.06654337376018221,603687.6346155542,0.55,0.44999999999999996
319,Real Estate,0.0769170228410519,6824050.736707756,0.55,0.44999999999999996
320,Retail,0.027249322646626405,1465798.6177347777,0.35,0.65
321,Real Estate,0.033324813368338875,626924.8753360292,0.55,0.44999999999999996
322,Real Estate,0.06705603246450295,741265.5194554653,0.55,0.44999999999999996
323,Real Estate,0.058723655658995594,872966.7017820317,0.55,0.44999999999999996
324,Banking,0.035254863302748164,1837958.396429484,0.5,0.5
325,Banking,0.014193171298788686,2028557.4609301423,0.5,0.5
326,Banking,0.03385801935579671,677591.5800195133,0.5,0.5
327,Retail,0.02806509280190978,1173669.129338734,0.35,0.65
328,Energy,0.028182797143285226,10244692.848816043,0.45,0.55
329,Real Estate,0.038213289896549645,6766829.16847226,0.55,0.44999999999999996
330,Real Estate,0.07072873601156911,1860440.1726870984,0.55,0.44999999999999996
331,Retail,0.046607888827848,1249186.9756303001,0.35,0.65
332,Real Estate,0.05615327123845597,1355975.0216737818,0.55,0.44999999999999996
333,Banking,0.020764914523705075,2221110.7637072685,0.5,0.5
334,Energy,0.06386002704065542,432443.7049001152,0.45,0.55
335,Technology,0.025697804296905415,929705.7921724189,0.3,0.7
336,Real Estate,0.07082997197357885,226707.50154250427,0.55,0.44999999999999996
337,Banking,0.023174047257106554,1792681.537727353,0.5,0.5
338,Technology,0.025077777176996302,2297187.1167193437,0.3,0.7
339,Energy,0.04313398928348032,741784.1209491693,0.45,0.55
340,Technology,0.022055114966565682,5803587.177925488,0.3,0.7
341,Banking,0.032428281405287536,353003.88340338593,0.5,0.5
342,Technology,0.030108815603699164,278069.1547386115,0.3,0.7
343,Retail,0.029288507805872693,1505223.3019686604,0.35,0.65
344,Technology,0.04598298293098274,3426665.8898036275,0.3,0.7
345,Real Estate,0.049194561068660575,6478034.416050019,0.55,0.44999999999999996
346,Real Estate,0.05717764305569943,760031.9395712183,0.55,0.44999999999999996
347,Retail,0.056258884438581874,3536615.7797371047,0.35,0.65
348,Banking,0.02872713987741976,1157174.1697503286,0.5,0.5
349,Real Estate,0.0358449020354182,1011932.7763172066,0.55,0.44999999999999996
350,Energy,0.06699160618067376,2909989.22818642,0.45,0.55
351,Real Estate,0.06138540265357089,2308994.897292941,0.55,0.44999999999999996
352,Real Estate,0.046745280732854305,248601.83590708982,0.55,0.44999999999999996
353,Banking,0.014178162179901619,5264729.629057323,0.5,0.5
354,Technology,0.04176100757081184,4780670.440482936,0.3,0.7
355,Real Estate,0.061003637796425675,643345.5736883095,0.55,0.44999999999999996
356,Retail,0.04133844367905286,1786561.7728638174,0.35,0.65
357,Technology,0.04575570332203831,1970957.821342785,0.3,0.7
358,Energy,0.05942986056122654,1560744.900881873,0.45,0.55
359,Banking,0.014550246391982536,693630.617363105,0.5,0.5
360,Energy,0.03558610338977741,614384.7454031337,0.45,0.55
361,Technology,0.01993956559257863,1172262.1821517912,0.3,0.7
362,Technology,0.03975785170290708,3885370.9477005308,0.3,0.7
363,Technology,0.011341297389431175,2071120.1509280072,0.3,0.7
364,Energy,0.048494484243565825,830169.9085456631,0.45,0.55
365,Technology,0.04049834742962762,2601760.0353547838,0.3,0.7
366,Energy,0.06383828183808747,69665.28289775523,0.45,0.55
367,Technology,0.0236832699486363,3793371.275876035,0.3,0.7
368,Retail,0.052850292186880504,211142.0104167094,0.35,0.65
369,Technology,0.01442526947820829,836983.0167101419,0.3,0.7
370,Energy,0.062322614586725916,392515.02878665103,0.45,0.55
371,Real Estate,0.03637443311659912,329495.68072958343,0.55,0.44999999999999996
372,Technology,0.025891491622414692,3839400.480013003,0.3,0.7
373,Real Estate,0.06986476828897768,753360.2399483349,0.55,0.44999999999999996
374,Retail,0.02599669709395095,1700620.736897415,0.35,0.65
375,Banking,0.016877541856979244,1147480.7223959952,0.5,0.5
376,Retail,0.04889010273572265,1937755.3541644325,0.35,0.65
377,Technology,0.038801461461842976,1298631.9095960862,0.3,0.7
378,Real Estate,0.062057381644264865,333369.83750377427,0.55,0.44999999999999996
379,Real Estate,0.064697422223355,3256836.291624241,0.55,0.44999999999999996
380,Energy,0.04713622216737981,733984.66634382,0.45,0.55
381,Real Estate,0.042589952945347634,253575.80766201788,0.55,0.44999999999999996
382,Energy,0.037284799675195976,783780.9337375966,0.45,0.55
383,Banking,0.015447931504042771,5393795.074788564,0.5,0.5
384,Technology,0.04633802245334514,2814293.3057207563,0.3,0.7
385,Energy,0.04916958973830603,848603.949259324,0.45,0.55
386,Banking,0.022025542502909196,848090.2158081208,0.5,0.5
387,Real Estate,0.05310029018220663,871843.2685043755,0.55,0.44999999999999996
388,Real Estate,0.07736416698059076,9594954.866539758,0.55,0.44999999999999996
389,Banking,0.014600542093482407,1761956.596753884,0.5,0.5
390,Real Estate,0.05931149160083986,1848789.478969047,0.55,0.44999999999999996
391,Banking,0.02517666036653398,3369528.744193042,0.5,0.5
392,Energy,0.05057271177173239,1526959.6492920506,0.45,0.55
393,Energy,0.020905509191042025,928158.5553009687,0.45,0.55
394,Banking,0.03616371726832454,988209.6503352049,0.5,0.5
395,Energy,0.06660591412418063,1119506.745640328,0.45,0.55
396,Energy,0.048256659179460454,1158663.5229659285,0.45,0.55
397,Energy,0.05483254119384462,2489592.3586096754,0.45,0.55
398,Retail,0.056899975247091825,1266725.6310921868,0.35,0.65
399,Technology,0.03828954537253595,2502097.84814415,0.3,0.7
400,Real Estate,0.037626952145713065,1109348.4510275347,0.55,0.44999999999999996
401,Retail,0.043051534406672524,1300988.854148448,0.35,0.65
402,Energy,0.05033575231914279,163047.90225302664,0.45,0.55
403,Banking,0.022723920139071582,3006621.7814726047,0.5,0.5
404,Energy,0.05682221178123614,1700594.537620628,0.45,0.55
405,Technology,0.047374680590760596,3262518.8548464077,0.3,0.7
406,Energy,0.06627842564533883,66419.41064969024,0.45,0.55
407,Banking,0.023525181142123965,9707163.778723964,0.5,0.5
408,Technology,0.01452952183363021,1045923.0676860496,0.3,0.7
409,Energy,0.06924205994811673,3642507.2838636073,0.45,0.55
410,Technology,0.04355592345783737,425106.1038538985,0.3,0.7
411,Real Estate,0.03623313406016334,2219458.7216930296,0.55,0.44999999999999996
412,Real Estate,0.07604209413086863,419401.6941178783,0.55,0.44999999999999996
413,Energy,0.06349481810310642,644500.6045044279,0.45,0.55
414,Technology,0.030753522285042884,8154099.410141421,0.3,0.7
415,Banking,0.027738263072347877,993826.1781163395,0.5,0.5
416,Energy,0.039950135193506514,1494695.21309014,0.45,0.55
417,Real Estate,0.03273808194110157,2870703.646518437,0.55,0.44999999999999996
418,Real Estate,0.046759862082295045,1974215.945690985,0.55,0.44999999999999996
419,Energy,0.06014267242990058,1397812.2659143317,0.45,0.55
420,Technology,0.010185280920184114,1732300.7608249297,0.3,0.7
421,Real Estate,0.04667495858455721,13301875.326415638,0.55,0.44999999999999996
422,Technology,0.025926747743637735,1135270.155414477,0.3,0.7
423,Real Estate,0.05686978014689614,1470479.4274647844,0.55,0.44999999999999996
424,Real Estate,0.07599278082063803,3438873.125914469,0.55,0.44999999999999996
425,Retail,0.03385383977463845,3632842.410252636,0.35,0.65
426,Real Estate,0.04734766009481138,3941335.98214028,0.55,0.44999999999999996
427,Banking,0.032125037443292453,2277821.865178187,0.5,0.5
